image,prompt,path
0008.png,"there is a bed with a white sheet and a pillow on it, 2 0 2 1 cinematic 4 k framegrab, inside of a car, airplane, morning hour, inspired by Drew Tucker, phonk music background, faceless people, by Neysa McMein, futuristic interior, cinematic photo shoot, amorphous, 6 : 3 0 am, travel ad, .. if only i could sleep","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0186.png,"there is a person laying in bed with a white sheet, cgsociety 4k”, flares anamorphic, super detailed acrylic painting, (mist), by Sophie Pemberton, animation film still, james gilleard and james jean, sleeping bag, 8k cleaning future, ultradetailed digital painting, beautiful rendering","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0240.png,"there is a bed with a white sheet and a lamp on it, 2 0 2 1 cinematic 4 k framegrab, astronaut suit, mariko mori, sony a 7 s, behance, volumetric interior lighting, sleeping bag, cinematic morning light, inspired by Hans Bellmer, futuristic science fiction, by Nicholas Marsicano, cinematic lighting h 704","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0291.png,"there is a cat that is laying on a bed in the dark, inspired by Mike Winkelmann, anamorphic, cinematic lighting h 704, humans sleeping in healing pods, high dynamic range color, by Echo Chernik, 2 4 mm anamorphic lens, by Victor Mosquera, by Mandy Jurgens, unrealengine 4, 4k trending at artstation hq","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0157.png,"there is a woman laying in bed with a sheet covering her face, inspired by Mike Winkelmann, sharp. volumetric lighting, in the bedroom at a sleepover, by Nicholas Marsicano, anamorphic wide angle lens, futuristic digital painting, featured on vimeo, tents","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0318.png,"there is a person laying in bed with a lamp on, unreal engine 8 k, ash thorp, capsule hotel, digital art widescreen 8 k, soft translucent fabric folds, by Cedric Seaut (Keos Masons), anamorphic illustration, animation key shot, by Jacob Toorenvliet, cozy bed, future science fiction. game cg, 2 d cg","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0412.png,"there is a bed with a white sheet and a light shining through it, cinematic cgsociety, futuristic astronaut, anamorphic, james jean soft light 4 k, award-winning cinematography, movie still of a tired, superrealism 8k resolution, by Kieran Yanner, inspired by Robert Campin, sheet, flume","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0073.png,"there is a person laying in bed under a blanket under a lamp, zoe kravitz futuristic astronaut, 2 4 mm anamorphic lens, 2 d cg, high detail airplane cabin, screenshot from morbius (2022), futuristic concept car, cozy bed, by Juriaen van Streeck, ash thorp, japonisme 3 d 8 k ultra detailed","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0364.png,"there is a person laying in bed with a light coming through the curtains, 8k vfx render, futuristic astronaut, justin sun, anamorphic widescreen, large comfy bed, animated movie shot, flowing silk sheets, by Nathan Wyburn, ( ( ( aquarium bed ) ) ) )","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0265.png,"there is a cat that is laying on a bed in the dark, cgsociety 4k”, fog bionic vogue, anamorphic, interior of a tent, 2 0 1 5 cinematography, cinematic morning light, animation still screencap, a computer rendering, inspired by Russell Dongjun Lu, lonely astronaut, sheet","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0172.png,"there is a person laying in bed with a sheet on it, inspired by Mike Winkelmann, sleeping bag, epic cinematic lighting, anamorphic cinematography, very detailed digital painting, by Nathan Oliveira, (mist), cinematic ， - h 7 6 8, by Sophie Pemberton, tent","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0056.png,"there is a person laying in bed under a blanket under a lamp, zoe kravitz futuristic astronaut, 2 4 mm anamorphic lens, capsule hotel, houdini rendering, passengers, by Jacob Koninck, white pillows, inspired by James C. Christensen, terrence malick screenshots","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0390.png,"there is a bed with a white sheet and a light coming from it, cgsociety unreal engine, shot on anamorphic lenses, sifi, trending on cgisociety, cozy bed, claustrophobic and futuristic, by Thomas Doughty, futuristic astronaut, vespertine","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0341.png,"there is a person laying in bed with a lamp on, 8k octane unreal render, inside a spaceship, f1.8 anamorphic, cozy bed, 2018 cinematography, by Victor Surbek, james jean soft light 4 k, capsule hotel, soft translucent fabric folds, by Niels Lergaard, ash thorp","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0087.png,"there is a person laying in bed under a blanket under a window, stunning sci-fi concept art, anamorphic cinematography, passengers, connected with glowing tubes 8 k, cyber future jacket, white pillows, marc newson, screenshot from a movie, inspired by Stanisław Witkiewicz, luxurious suit","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0219.png,"there is a person laying in bed with a white sheet, 2 0 2 1 cinematic 4 k framegrab, moebius and android jones, mariko mori, volumetric interior lighting, dirty linen robes, sun-hyuk kim, artificial fog, sleepy feeling, the artist has used bright, by Thomas Kluge","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0051.png,"there is a person laying in bed under a blanket under a lamp, zoe kravitz futuristic astronaut, 2 4 mm anamorphic lens, 3 dmax, high detail airplane cabin, movie screencap, inspired by Emanuel de Witte, sleek robes, capsule hotel, by Nicholas Marsicano, androids, high quality matte painting","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0430.png,"there is a bed with a white sheet and a light shining through it, cinematic cgsociety, shot on anamorphic lenses, 3 dmax, amazing 8k character concept art, insomnia, still from a music video, anamorphic 50mm lens, james jean soft light 4 k, 4k trending at artstation hq, by Jacob Toorenvliet","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0397.png,"there is a bed with a white sheet and a light coming from it, cgsociety unreal engine, anamorphic 24 mm lens, justin sun, peter chung + moebius + loish, inspired by Alejandro Burdisio, by Niels Lergaard, futuristic astronaut, by Thomas Doughty, anamorphic, by Ryan Yee","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0346.png,"there is a person laying in bed with a lamp on, 8k octane unreal render, inside a space ship, sheet, by William Berra, shot on anamorphic lenses, akihiko yoshida 8 k, anamorphic illustration, cozy bed, by Wojciech Siudmak, from arknights, flowing silk sheets, j. c. 8 k","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0080.png,"there is a person laying in bed under a blanket under a window, stunning sci-fi concept art, anamorphic cinematography, by Stanley Twardowicz, capsule hotel, aeon flux, soft light 8 k, 8k post-production, passengers, future inflatable jacket, by Cedric Seaut (Keos Masons), beeple art","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0109.png,"there is a person laying in bed with a sheet on it, stunning sci-fi concept art, passengers, future inflatable jacket, atmospheric painting, wearing white pajamas, insanely detailed rendering, anamorphic lenses, by Stephen Greene, world of sleepers","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0262.png,"there is a cat that is laying on a bed in the dark, beeple and mike winkelmann, from a 2 0 1 9 sci fi 8 k movie, interior of a tent, 2 0 2 1 cinematic 4 k framegrab, atey ghailan 8 k, greg rutkowski 4 k","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0175.png,"there is a person laying in bed with a white sheet, inspired by Mike Winkelmann, matte painting arcane dota pixar, bed, super detailed painting, anamorphic lens flares, interior of a tent, artificial fog, from a 2 0 1 9 sci fi 8 k movie, opaque visor, anamorphic widescreen, by Nathan Oliveira, comic book:.2 | unreal engine:.3","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0399.png,"there is a bed with a white sheet and a light coming from it, cgsociety unreal engine, 2 4 mm anamorphic lens, justin sun, peter chung + moebius + loish, futuristic astronaut, cozy bed, anamorphic 50mm lens, by Joseph Henderson, inspired by Marek Okon, sheet, stillframe, by George Morrison","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0348.png,"there is a person laying in bed with a lamp on, 8k octane unreal render, inside a space ship, sheet, by Thomas Kluge, from arknights, anamorphic widescreen, pierre pellegrini and ash thorp, 8k comic art, 8 k h 1 0 2 4, beds, by Victor Mosquera","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0210.png,"there is a person laying in bed with a white sheet, inspired by Mike Winkelmann, anamorphic lenses. high quality, 3 dmax, oil on canvas. cinematic, by Nathan Oliveira, flowing cloth and smoke, capsule hotel, 4k. detailed drawing, tent, anamorphic, michal lisowski","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0107.png,"there is a person laying in bed with a sheet covering them, stunning sci-fi concept art, passengers, anamorphic lenses, peter guthrie, volumetric lighting!!, there is full bedpan next to him, future inflatable jacket, super realistic painting style, sleep paralysis, anamorphic widescreen","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0023.png,"there is a person laying in bed with a blanket on it, shot on anamorphic lenses, break of dawn on neptun, bloom effect, hotel, inspired by Gregorio Lazzarini, by Nathan Oliveira, cinematic. white, inside airplane, :: morning, inspired by Shaddy Safadi","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0334.png,"there is a person laying in bed with a lamp on, 8k octane unreal render, inside a space ship, sheet, by William Berra, shot on anamorphic lenses, ghost in the shell 2017, cozy bed, by Jacob Koninck, by James Gilleard, futuristic and ethereal, j. c. 8 k","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0024.png,"there is a woman laying in bed with a blanket on it, panoramic anamorphic, cinematic luts, dust clouds | homoerotic, hotel, he holds her while she sleeps, early in the morning, claustrophobic and futuristic, pillows, by Giuseppe Antonio Petrini, shot from movie, rendered in lumion pro","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0333.png,"there is a person laying in bed with a flashlight on their feet, 8k octane unreal render, in a futuristic spaceship, sheet, 8 k time - lapse functions, by Echo Chernik, shot on anamorphic lenses, by Paul Kelpe, 8k comic art, flowing silk sheets, beds, anamorphic, realistic physical rendering","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0058.png,"there is a person laying in bed under a blanket under a lamp, zoe kravitz futuristic astronaut, 2 4 mm anamorphic lens, capsule hotel, houdini rendering, passengers, by Jacob Koninck, white pillows, inspired by James C. Christensen, terrence malick screenshots","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0089.png,"there is a person laying in bed under a blanket under a window, stunning sci-fi concept art, panoramic anamorphic, passengers, connected with glowing tubes 8 k, inspired by Emanuel de Witte, white pillows, 2 0 1 5 cinematography, cyberpunk childrens bedroom, vespertine, movie screencap","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0217.png,"there is a person laying in bed with a white sheet, 2 0 2 1 cinematic 4 k framegrab, moebius and android jones, fog. 3 d, capsule hotel, cinematic morning light, mariko mori, parachutes, jaime jasso","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0100.png,"there is a person laying in bed under a blanket, stunning sci-fi concept art, inside airplane, anamorphic lens, redshift, softly glowing control panels, 2 0 5 0 scary movie, hyper luxurious, 2018 cinematography, sleek robes, by Jacob Koninck, anamorphic illustration, transportation design, inspired by Satoshi Kon, beds","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0306.png,"there is a bed with a white sheet and a lamp on it, cinematic smooth unreal engine, ash thorp, 2 4 mm anamorphic lens, trending on unreal 5, interior of a tent, unreal engine. 8 k, space station interior, sleeping bag, by Youri Messen-Jaschin, flume, sheet","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0011.png,"there is a bed with a white sheet and a pillow on it, 2 0 2 1 cinematic 4 k framegrab, passengers, car commercial photograph, early in the morning, comix wave films, filmstill, ghutra and egal, ash thorp, studio quality effects, by Felipe Seade, faceless","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0149.png,"there is a woman laying in bed with a sheet covering her face, inspired by Mike Winkelmann, sharp. volumetric lighting, portrait of an ai astronaut, sleeping bag, by Niels Lergaard, anamorphic widescreen, 64 bit realistic painting, (mist), ! photorealistic","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
0198.png,"there is a person laying in bed with a mask on, inspired by Mike Winkelmann, matte drawing. masterpiece, sleeping bag, anamorphic wide angle lens, smoke and volumetric fog, super detailed painting, later confirm hyperrealism, color grading, interior of a tent, 2018 cinematography, by Gao Cen, futuristic astronaut, hyperrealistic teen","Gen-2 16s, 3803923433,  pi-slices and kidmo, Screenshot from 2023, cam_Z out, cam_S 64.csv"
